what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1328100350963
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1328100350964
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328100350965
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328100350966
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1328100350967
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1328100350968
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1328100350968
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1328100350969
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1328100350970
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1328100350971
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1328100350972
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1328100350973
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1328100350974
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1328100350975
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1328100350975
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1328100350977
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1328100350977
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1328100350977
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1328100350978
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1328100350979
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1328100350980
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1328100350981
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328100350983
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1328100350984
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328100350985
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1328100350986
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1328100350986
os,sysinfo,,,"win32",1328100350991
arch,sysinfo,,,"x86",1328100350991
ws,sysinfo,,,"win32",1328100350991
locale,sysinfo,,,"en_US",1328100350991
processors,sysinfo,,,"4",1328100350991
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328100350991
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1328100350991
java.specification.name,sysinfo,,,"Java Platform API Specification",1328100350991
java.specification.vendor,sysinfo,,,"Oracle Corporation",1328100350991
java.specification.version,sysinfo,,,"1.7",1328100350991
java.vendor,sysinfo,,,"Oracle Corporation",1328100350991
java.version,sysinfo,,,"1.7.0_01",1328100350991
java.vm.info,sysinfo,,,"mixed mode, sharing",1328100350991
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328100350991
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328100350991
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1328100350991
java.vm.specification.version,sysinfo,,,"1.7",1328100350991
java.vm.vendor,sysinfo,,,"Oracle Corporation",1328100350991
java.vm.version,sysinfo,,,"21.1-b02",1328100350991
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328100350996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100368820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100372136
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328100372161
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1328100377310
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1328100377345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.showIn",1328100377393
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328100378611
closed,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1328100378618
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1328100384653
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1328100384690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100385467
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1328100392627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100393735
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1328100393988
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1328100394040
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1328100394052
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1328100394142
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1328100394224
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1328100397911
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1328100397914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100401851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100403711
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1328100403719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328100403719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100404367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100411776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100413909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328100457175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100458033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100460063
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1328100514219
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1328100516489
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1328100516608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100520795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1328100520813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100521188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100528301
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1328100529338
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328100529345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100530873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100532534
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1328100532542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328100532542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100533539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100546867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100554249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100565535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100568625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100600253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1328100600266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1328100600266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100602588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100646555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100648444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100649480
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328100649630
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1328100650020
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1328100650030
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1328100650031
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1328100650032
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1328100650034
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1328100650035
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1328100650036
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328100650037
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1328100650038
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1328100650040
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1328100650041
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1328100650041
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1328100650042
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1328100650042
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1328100650042
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1328100650051
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1328100650061
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1328100650068
